path,format,rows,columns,column_names,unlabelled_columns,inspection,status
11_ectd/0000/m5/datasets/tropic/analysis/adam/datasets/adrs.xpt,xpt,,13,STUDYID|USUBJID|SUBJID|TRT01P|TRTSDT|PARAMCD|PARAM|AVALC|ADT|ADY|AVISIT|ANL01FL|AVAL,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/analysis/adam/datasets/adsl.xpt,xpt,,42,STUDYID|USUBJID|SUBJID|SITEID|AGE|AGEGR1|AGEGR1N|RACE|ETHNIC|SEX|TRT01P|TRT01PN|TRT01A|TRT01AN|RANDDT|TRTSDT|TRTEDT|TRTDURD|ITTFL|SAFFL|PPROTFL|DTHFL|DTHDT|DTHCAUS|LSTALVDT|ECOGBL|ECOGBLIF|MEASDISF|VISCFL|PAINBL|PSABL|PSABLIF|ALPBL|ALPBLIF|ALBBL|ALBBLIF|LDHBL|LDHBLIF|HGBBL|HGBBLIF|DOCPROG|DOCRESP,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/analysis/adam/datasets/adtte.xpt,xpt,,19,STUDYID|USUBJID|SUBJID|SITEID|TRT01P|TRT01PN|ITTFL|SAFFL|PARAMCD|PARAM|PARCAT1|AVALU|EVNTDESC|CNSDTDSC|ADT|STARTDT|AVAL|CNSR|PARAMN,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/analysis/adam/datasets/clinsite.xpt,xpt,,10,STUDYID|SITEID|INVNAM|N_RAND|N_SAF|N_ITT|N_PPROT|N_DEATH|N_SAE|N_TEAE,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/bimo/datasets/clinsite.xpt,xpt,,10,STUDYID|SITEID|INVNAM|N_RAND|N_SAF|N_ITT|N_PPROT|N_DEATH|N_SAE|N_TEAE,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/ae.xpt,xpt,,29,AESTWKF|AEENWKF|USUBJID|STUDYID|DOMAIN|AESEQ|AESPID|AEREFID|AETERM|AEDECOD|AEBODSYS|AESER|AEACN|AECONTRT|AEREL|AEPATT|AEOUT|AESCONG|AESDISAB|AESDTH|AESHOSP|AESLIFE|AESMIE|AETOXGR|VISITNUM|VISIT|AESTWK|AEENWK|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/cd.xpt,xpt,,14,STUDYID|DOMAIN|USUBJID|CDSEQ|CDTESTCD|CDTEST|CDCAT|CDORRES|CDSTRESC|CDSTAT|VISITNUM|VISIT|CDDTC|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/cm.xpt,xpt,,18,STUDYID|DOMAIN|USUBJID|CMSEQ|CMTRT|CMDECOD|CMCAT|CMINDC|CMDOSE|CMDOSU|CMDOSRGM|VISITNUM|VISIT|CMSTDTC|CMSTDY|CMENDTC|CMENDY|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/cx.xpt,xpt,,21,STUDYID|DOMAIN|USUBJID|CXSEQ|CXTESTCD|CXTEST|CXCAT|CXORRES|CXORRESU|CXORNRLO|CXSTRESC|CXSTRESN|CXSTRESU|CXSTNRLO|CXSTAT|CXMETHOD|CXBLFL|VISITNUM|VISIT|CXDTC|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/dm.xpt,xpt,,12,AGEGRP|STUDYID|DOMAIN|USUBJID|SUBJID|RFSTDTC|RFENDTC|AGEU|SEX|RACE|ARM|ARMCD,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/ds.xpt,xpt,,14,DSSTWKF|USUBJID|STUDYID|DOMAIN|DSSEQ|DSTERM|DSDECOD|DSCAT|DSSCAT|EPOCH|VISITNUM|VISIT|DSSTWK|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/eg.xpt,xpt,,15,STUDYID|DOMAIN|USUBJID|EGSEQ|EGTESTCD|EGTEST|EGORRES|EGSTRESC|EGBLFL|EGEVAL|VISITNUM|VISIT|EGDTC|EGDY|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/ex.xpt,xpt,,16,STUDYID|DOMAIN|USUBJID|EXSEQ|EXTRT|EXLOT|EXDOSE|EXDOSU|EXDOSFRM|EXROUTE|VISITNUM|VISIT|EXSTDTC|EXSTDY|EXENDTC|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/ie.xpt,xpt,,13,STUDYID|DOMAIN|USUBJID|IESEQ|IESPID|IETESTCD|IETEST|IECAT|IEORRES|IESTRESC|VISITNUM|VISIT|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/lb.xpt,xpt,,27,STUDYID|DOMAIN|USUBJID|LBSEQ|LBTESTCD|LBTEST|LBCAT|LBSCAT|LBORRES|LBORRESU|LBORNRLO|LBORNRHI|LBSTRESC|LBSTRESN|LBSTRESU|LBSTNRLO|LBSTNRHI|LBNRIND|LBSTAT|LBTOX|LBTOXGR|LBBLFL|VISITNUM|VISIT|LBDTC|LBDY|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/ls.xpt,xpt,,21,STUDYID|DOMAIN|USUBJID|LSSEQ|LSSPID|LSTESTCD|LSTEST|LSCAT|LSLOC|LSORRES|LSORRESU|LSSTRESC|LSSTRESN|LSSTRESU|LSMETHOD|LSSTAT|LSBLFL|VISITNUM|VISIT|LSDTC|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/mh.xpt,xpt,,13,STUDYID|DOMAIN|USUBJID|MHSEQ|MHSPID|MHTERM|MHCAT|MHDECOD|MHBODSYS|VISITNUM|VISIT|MHSTDTC|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/pe.xpt,xpt,,17,STUDYID|DOMAIN|USUBJID|PESEQ|PETESTCD|PETEST|PEORRES|PESTRESC|PESTRESN|PESTRESU|PEMETHOD|PEBLFL|VISITNUM|VISIT|PEDTC|PEDY|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/pn.xpt,xpt,,18,STUDYID|DOMAIN|USUBJID|PNSEQ|PNSPID|PNTESTCD|PNTEST|PNCAT|PNORRES|PNORRESU|PNSTRESC|PNSTRESN|PNSTRESU|PNSTAT|VISITNUM|VISIT|PNDTC|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/pr.xpt,xpt,,10,STUDYID|DOMAIN|USUBJID|PRSEQ|PRTRT|PRCAT|VISITNUM|VISIT|PRDTC|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/sc.xpt,xpt,,11,STUDYID|DOMAIN|USUBJID|SCSEQ|SCTESTCD|SCTEST|SCORRES|SCSTRESC|SCDTC|SCDY|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/suppae.xpt,xpt,,11,STUDYID|RDOMAIN|USUBJID|IDVAR|IDVARVAL|QNAM|QLABEL|QVAL|QORIG|QEVAL|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/suppcm.xpt,xpt,,11,STUDYID|RDOMAIN|USUBJID|IDVAR|IDVARVAL|QNAM|QLABEL|QVAL|QORIG|QEVAL|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/suppdm.xpt,xpt,,11,STUDYID|RDOMAIN|USUBJID|IDVAR|IDVARVAL|QNAM|QLABEL|QVAL|QORIG|QEVAL|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/suppds.xpt,xpt,,11,STUDYID|RDOMAIN|USUBJID|IDVAR|IDVARVAL|QNAM|QLABEL|QVAL|QORIG|QEVAL|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/suppeg.xpt,xpt,,11,STUDYID|RDOMAIN|USUBJID|IDVAR|IDVARVAL|QNAM|QLABEL|QVAL|QORIG|QEVAL|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/suppex.xpt,xpt,,11,STUDYID|RDOMAIN|USUBJID|IDVAR|IDVARVAL|QNAM|QLABEL|QVAL|QORIG|QEVAL|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/suppie.xpt,xpt,,11,STUDYID|RDOMAIN|USUBJID|IDVAR|IDVARVAL|QNAM|QLABEL|QVAL|QORIG|QEVAL|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/supplb.xpt,xpt,,11,STUDYID|RDOMAIN|USUBJID|IDVAR|IDVARVAL|QNAM|QLABEL|QVAL|QORIG|QEVAL|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/suppls.xpt,xpt,,11,STUDYID|RDOMAIN|USUBJID|IDVAR|IDVARVAL|QNAM|QLABEL|QVAL|QORIG|QEVAL|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/suppmh.xpt,xpt,,11,STUDYID|RDOMAIN|USUBJID|IDVAR|IDVARVAL|QNAM|QLABEL|QVAL|QORIG|QEVAL|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/supppe.xpt,xpt,,11,STUDYID|RDOMAIN|USUBJID|IDVAR|IDVARVAL|QNAM|QLABEL|QVAL|QORIG|QEVAL|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/supppr.xpt,xpt,,11,STUDYID|RDOMAIN|USUBJID|IDVAR|IDVARVAL|QNAM|QLABEL|QVAL|QORIG|QEVAL|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/sv.xpt,xpt,,9,STUDYID|DOMAIN|USUBJID|VISITNUM|VISIT|SVSTDTC|SVSTDY|SVENDTC|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/ta.xpt,xpt,,9,STUDYID|DOMAIN|ARMCD|ARM|TAETORD|ETCD|ELEMENT|TABRANCH|EPOCH,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/te.xpt,xpt,,6,STUDYID|DOMAIN|ETCD|ELEMENT|TESTRL|TEENRL,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/ti.xpt,xpt,,5,STUDYID|DOMAIN|IETESTCD|IETEST|IECAT,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/ts.xpt,xpt,,6,STUDYID|DOMAIN|TSSEQ|TSPARMCD|TSPARM|TSVAL,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/tv.xpt,xpt,,7,STUDYID|DOMAIN|VISITNUM|VISIT|ARMCD|TVSTRL|TVENRL,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
11_ectd/0000/m5/datasets/tropic/tabulations/sdtm/datasets/vs.xpt,xpt,,19,STUDYID|DOMAIN|USUBJID|VSSEQ|VSTESTCD|VSTEST|VSORRES|VSORRESU|VSSTRESC|VSSTRESN|VSSTRESU|VSMETHOD|VSBLFL|VSDRVFL|VISITNUM|VISIT|VSDTC|VSDY|SUBJID,,metadata + first/last 5-record readability sample (values not reproduced),READABLE
studies/DEMO02/04_adam/adae_prod.xpt,xpt,,5,STUDYID|USUBJID|AESEQ|AEDECOD|ATOXGR,STUDYID|USUBJID|AESEQ|AEDECOD|ATOXGR,metadata-only,READABLE
studies/DEMO02/04_adam/adae_v.xpt,xpt,,5,STUDYID|USUBJID|AESEQ|AEDECOD|ATOXGR,STUDYID|USUBJID|AESEQ|AEDECOD|ATOXGR,metadata-only,READABLE
studies/DEMO02/04_adam/adsl_prod.xpt,xpt,,5,STUDYID|USUBJID|TRT01P|AGE|SEX,STUDYID|USUBJID|TRT01P|AGE|SEX,metadata-only,READABLE
studies/DEMO02/04_adam/adsl_v.xpt,xpt,,5,STUDYID|USUBJID|TRT01P|AGE|SEX,STUDYID|USUBJID|TRT01P|AGE|SEX,metadata-only,READABLE
