"time","surv"
0,1
0.0499999999999998,0.986414886175585
0.0999999999999996,0.986414886175585
0.150000000000001,0.986414886175585
0.2,0.986414886175585
0.25,0.983932378418639
0.300000000000001,0.982692665738694
0.35,0.982438705431868
0.400000000000001,0.979644394101669
0.45,0.97689625572301
0.5,0.96876697268367
0.550000000000001,0.963683030805128
0.6,0.933293320962704
0.650000000000001,0.897573513022734
0.7,0.846075864161734
0.75,0.824822158133011
0.800000000000001,0.812786313984947
0.85,0.799520468082275
0.9,0.79180708287115
0.95,0.786833477570525
1,0.781916838206465
1.05,0.776241112144115
1.1,0.764129927574093
1.15,0.748490152284416
1.2,0.735099390850132
1.25,0.726828006534347
1.3,0.711979609768402
1.35,0.689597007149499
1.4,0.678795744032135
1.45,0.671289420785711
1.5,0.660990401427416
1.55,0.653008896170556
1.6,0.64981704685917
1.65,0.647092186778405
1.7,0.646726967967247
1.75,0.641262215431678
1.8,0.638722149019689
1.85,0.638593053937672
1.9,0.636166382142489
1.95,0.633004494464726
2,0.615793228788365
2.05,0.601119968616732
2.1,0.5898852838319
2.15,0.577474330831174
2.2,0.572231946078872
2.25,0.561961119718054
2.3,0.557441967827424
2.35,0.55488564227649
2.4,0.547340366048016
2.45,0.541100301081988
2.5,0.53704844565189
2.55,0.532335034731363
2.6,0.520441451818135
2.65,0.515077229237944
2.7,0.491673949933106
2.75,0.477915644621211
2.8,0.473073265467225
2.85,0.467337025313399
2.9,0.467337025313399
2.95,0.457025972170263
3,0.447206347569524
3.05,0.44460916831515
3.1,0.444164149829915
3.15,0.441811840539331
3.2,0.441263288304478
3.25,0.439581231246816
3.3,0.439581231246816
3.35,0.435162418445544
3.4,0.421964859296295
3.45,0.41399262682284
3.5,0.412174220211993
3.54999999999999,0.40575086872277
3.6,0.397523007212323
3.65,0.392854365532215
3.7,0.390658062675327
3.74999999999999,0.386044118013971
3.79999999999999,0.382402240895677
3.85,0.375138986452833
3.89999999999999,0.369031074119347
3.94999999999999,0.360017547468349
3.99999999999999,0.34545716103183
4.04999999999999,0.34545716103183
4.09999999999999,0.343542158727062
4.14999999999999,0.335881521619705
4.19999999999999,0.335881521619705
4.25,0.327434853774438
4.29999999999999,0.319703491530702
4.34999999999999,0.318126389578804
4.39999999999999,0.317791305321973
4.44999999999999,0.316374320067993
4.49999999999999,0.312369179103471
4.54999999999999,0.309099032410192
4.59999999999999,0.303979466241075
4.64999999999999,0.302239463155986
4.69999999999999,0.302239463155986
4.74999999999999,0.301190889660625
4.79999999999999,0.29586480190447
4.84999999999999,0.292977947849868
4.89999999999999,0.291372799600494
4.94999999999999,0.291372799600494
4.99999999999999,0.289218715233177
5.04999999999999,0.284226811306837
